id,user_id,rating
111,439,4
111,725,3
112,173,5
112,588,3
112,946,4
113,439,4
113,951,5
115,439,5
115,588,5
116,951,3
117,439,4
117,951,5
118,439,5
118,951,3
119,951,5
120,35,3
120,314,3
122,588,5
122,951,4
124,173,1
124,368,5
124,439,4
124,588,4
124,725,5
125,314,4
126,951,5
127,173,4
127,588,4
128,343,4
129,951,5
130,951,5
131,951,4
134,314,3
135,35,3
135,314,4
135,951,5
136,314,3
136,439,2
137,35,5
137,588,4
137,725,1
138,314,4
139,725,4
140,314,4
140,368,3
140,439,3
140,725,4
141,173,4
141,314,5
141,588,4
141,725,5
142,439,2
143,173,3
143,178,4
144,314,4
144,368,4
144,725,5
145,439,1
146,173,5
146,178,3
146,274,5
146,588,4
146,725,5
147,173,3
147,725,3
148,439,3
148,588,4
149,173,2
151,314,4
151,589,4
153,314,3
155,439,4
155,588,4
155,951,3
157,439,4
157,951,5
158,439,4
158,951,5
159,314,4
159,589,4
160,951,5
161,439,4
161,588,4
161,951,4
162,725,5
162,951,4
163,314,3
164,75,3
164,75,3
164,173,2
165,35,3
165,314,4
165,951,4
166,314,3
167,35,3
167,314,4
170,439,1
170,439,2
171,725,5
171,951,4
172,439,4
173,368,3
173,951,5
174,173,5
175,314,4
177,725,5
178,588,3
178,951,3
179,588,4
180,439,4
180,951,3
181,368,3
181,725,5
183,314,3
185,314,4
185,588,4
185,725,4
186,439,3
188,314,4
189,588,4
190,314,5
191,314,4
191,951,5
192,589,3
193,173,4
193,588,4
194,951,5
196,368,4
199,173,5
200,35,4
200,951,4
201,314,2
201,368,1
201,439,2
204,588,4
204,951,5
205,951,5
206,424,2
206,883,1
208,35,4
208,588,4
208,725,5
209,439,3
210,883,1
211,173,4
211,274,3
211,368,3
211,588,3
212,439,3
212,588,5
213,368,3
213,588,4
213,951,5
214,202,5
214,314,4
214,589,4
215,314,5
215,589,4
216,35,3
216,314,4
217,588,4
217,725,4
219,588,3
219,951,5
226,173,4
226,588,3
228,35,2
228,368,3
230,35,4
230,274,5
230,725,5
231,588,2
233,439,4
233,588,3
233,951,5
235,173,4
235,725,5
235,946,4
236,314,3
236,368,4
238,368,2
238,725,4
239,314,4
240,173,3
244,173,4
244,725,4
245,439,3
249,35,4
249,173,4
249,274,5
249,368,2
249,588,4
250,173,4
250,230,4
251,439,3
251,951,5
253,173,4
253,725,4
254,424,3
255,951,2
256,173,3
256,439,4
256,588,4
258,173,5
258,178,4
258,368,3
258,588,4
259,314,4
262,173,4
262,725,4
264,588,4
267,314,5
267,343,5
268,173,3
268,274,5
269,75,1
270,368,3
270,725,5
271,588,3
272,439,4
273,35,3
274,314,4
274,439,4
275,424,4
275,725,4
275,736,3
276,274,5
276,951,4
277,178,5
277,725,3
278,951,5
279,178,3
279,230,3
279,314,5
279,407,3
279,461,5
280,314,3
282,725,3
282,951,4
283,951,4
285,173,3
287,439,4
287,951,4
289,951,5
290,75,4
290,178,3
290,314,4
290,725,3
290,946,3
291,35,3
291,173,4
291,274,4
291,368,2
291,725,5
293,439,4
293,588,4
294,314,4
295,368,3
295,725,5
296,439,4
297,368,3
297,725,4
298,368,3
298,588,4
301,439,3
301,951,5
302,343,4
304,35,3
304,368,3
307,589,4
308,363,3
308,439,2
309,314,3
310,368,3
310,446,5
311,439,4
312,368,4
312,725,5
313,173,2
313,946,5
316,588,4
316,725,5
317,274,5
317,725,4
318,173,3
319,424,1
320,173,5
320,588,3
320,725,4
320,946,4
322,368,3
323,173,3
323,274,5
323,588,4
324,424,5
324,931,3
325,439,3
325,725,5
325,951,5
326,439,2
327,314,4
327,424,2
328,446,5
328,725,3
329,173,5
330,35,4
331,725,3
333,946,3
335,439,3
335,951,5
336,343,4
337,274,5
338,75,4
338,173,3
338,230,4
339,314,3
339,439,5
340,314,3
341,951,5
342,173,2
342,314,2
342,725,5
343,314,3
344,588,4
344,725,4
346,951,3
347,274,5
348,314,4
348,424,3
351,314,4
351,341,3
352,314,4
352,341,5
352,407,3
352,725,3
352,946,3
354,588,3
356,725,5
357,173,3
357,951,3
358,951,4
360,368,4
360,951,4
361,951,3
362,173,3
364,439,3
364,951,5
367,725,3
368,178,4
368,274,5
368,588,4
370,314,2
372,173,4
372,178,4
372,588,4
372,725,4
373,274,5
373,439,5
373,588,4
375,439,3
376,314,4
377,314,4
377,368,3
377,588,4
377,589,3
378,439,3
378,588,4
379,35,2
379,725,4
380,178,3
380,368,3
380,907,5
382,725,3
382,946,2
383,173,2
383,588,4
384,883,1
385,173,4
385,307,4
385,407,3
385,430,3
386,35,3
387,588,3
389,589,4
390,588,4
391,951,5
392,387,4
393,424,2
393,591,2
394,883,1
397,173,4
398,588,3
399,314,3
399,588,4
400,951,5
401,368,4
403,314,3
403,513,3
403,907,3
404,343,5
405,173,3
405,368,3
405,951,5
406,251,4
407,35,3
407,439,3
407,725,5
410,35,4
410,173,3
410,178,5
410,274,4
411,439,1
413,274,5
413,368,3
413,439,3
414,173,4
414,368,3
414,439,4
414,725,4
416,274,5
417,173,4
421,173,4
421,314,4
421,588,3
424,951,5
425,951,1
426,35,2
428,314,3
430,178,4
430,274,5
430,381,4
430,439,3
431,439,3
432,368,3
435,424,3
436,35,2
436,368,1
436,439,4
437,173,3
437,343,5
437,946,2
438,173,4
438,230,5
438,725,4
439,158,3
443,153,3
443,883,1
444,951,5
445,173,4
445,725,3
446,588,4
446,951,4
447,202,4
447,589,4
449,341,2
451,35,3
451,725,4
452,725,3
453,368,3
456,951,5
457,35,3
458,173,3
458,589,4
460,314,4
460,341,3
461,368,5
461,725,5
462,338,4
462,487,5
462,553,3
463,35,3
465,178,3
465,368,2
465,446,4
467,35,3
467,178,5
467,274,5
467,368,3
467,439,4
468,35,3
468,274,5
468,588,3
468,951,4
470,901,5
471,35,4
471,725,5
475,424,3
476,439,4
476,725,5
476,951,5
477,363,3
478,588,3
480,274,5
480,588,4
482,314,4
483,274,4
484,589,2
485,35,4
487,314,4
487,439,3
487,725,3
489,951,4
491,341,2
492,314,3
494,725,5
495,178,5
495,274,3
495,588,4
496,725,4
498,35,4
500,35,2
501,35,3
501,439,3
502,589,5
502,880,3
505,202,3
506,153,3
508,173,3
508,202,3
508,368,3
508,946,3
509,439,2
510,997,5
512,951,5
514,951,5
515,439,3
516,35,4
516,178,5
516,439,4
516,588,4
517,341,5
518,951,5
520,35,4
520,173,4
520,178,5
520,274,5
520,439,5
520,907,4
521,343,4
522,178,5
522,589,4
522,946,4
523,173,3
523,178,5
523,446,4
524,233,5
525,314,3
525,424,4
525,986,4
526,883,4
527,35,2
528,997,5
529,588,3
529,951,5
531,35,2
531,173,3
532,856,5
532,996,5
533,178,3
534,173,4
534,178,3
534,588,3
535,424,5
535,725,4
536,591,2
538,588,4
540,35,3
540,588,4
541,883,1
542,274,5
544,588,4
546,951,5
548,41,3
549,513,4
550,368,3
550,588,4
550,946,4
551,178,3
551,946,3
554,35,3
557,35,3
557,274,3
557,368,3
557,588,4
560,35,4
560,588,4
561,35,3
561,274,4
561,951,5
564,883,5
565,589,4
566,143,2
566,230,2
568,816,4
568,961,5
570,946,3
572,178,3
574,476,4
575,439,2
575,725,1
580,553,3
582,342,4
582,381,1
582,728,2
582,937,3
584,314,3
584,589,4
585,7,4
587,439,3
587,588,4
590,951,5
593,951,5
594,446,4
595,725,5
595,951,4
597,274,5
598,75,4
599,274,5
599,589,3
599,951,4
600,41,1
603,589,4
604,368,2
605,173,4
605,407,3
606,951,3
607,153,2
610,75,4
610,143,5
610,343,5
611,158,4
611,951,1
612,589,3
613,368,3
614,274,5
614,951,4
616,446,4
617,178,4
617,230,4
617,946,2
618,588,4
619,618,3
619,856,5
619,858,5
619,904,5
620,35,3
621,35,3
621,951,4
623,725,4
624,363,3
625,368,1
628,997,4
629,366,2
630,424,5
630,931,4
634,766,4
635,439,3
635,883,2
637,274,5
637,951,5
638,178,4
638,368,4
638,946,5
640,589,3
640,725,1
641,274,5
641,589,4
643,341,2
645,341,1
645,962,4
647,248,4
649,178,4
649,274,5
649,368,3
649,946,2
650,368,4
650,951,2
653,363,1
653,589,4
653,946,4
654,368,4
654,946,4
655,314,3
655,424,2
655,962,3
657,230,3
657,368,3
657,439,2
657,461,4
658,274,4
658,588,3
658,725,5
659,321,4
659,343,2
660,314,3
660,439,3
660,725,3
662,178,4
662,439,3
662,588,4
662,946,4
663,588,3
664,173,2
668,75,4
668,230,2
668,256,4
668,725,4
669,35,2
669,439,4
669,588,4
671,588,4
672,35,4
672,368,3
672,439,3
672,588,5
672,951,4
673,178,5
673,762,5
677,178,4
677,321,4
678,143,4
678,343,3
678,762,4
679,951,4
680,828,5
680,996,4
681,588,4
682,35,3
684,314,3
685,341,3
685,577,2
686,143,2
687,256,5
687,368,3
688,368,4
688,946,2
689,173,4
689,343,5
689,946,5
690,248,4
690,321,4
693,314,3
693,439,2
693,725,3
694,439,2
695,173,4
695,725,4
696,35,3
697,368,4
697,725,5
699,173,3
699,588,3
699,997,3
700,446,5
701,368,2
702,173,4
703,589,2
704,439,3
704,725,5
706,997,3
708,325,5
708,851,4
709,589,3
710,343,4
711,880,2
712,35,3
713,41,5
713,153,2
713,314,4
715,274,5
715,588,3
718,274,5
718,951,5
719,248,4
721,377,4
721,672,4
721,797,3
721,858,5
721,901,4
722,997,5
723,143,3
723,439,3
723,946,3
724,363,3
724,368,3
725,589,3
730,368,4
730,725,4
732,153,3
733,439,2
736,274,5
736,951,4
737,321,3
738,274,5
738,951,5
741,35,2
741,173,4
741,368,2
741,439,3
741,946,3
742,430,4
742,725,5
743,446,5
744,697,4
745,173,1
745,407,4
745,946,2
748,368,3
749,343,5
749,725,4
751,158,5
751,274,5
752,591,2
753,244,4
753,589,3
753,856,4
754,343,5
754,368,2
754,946,4
757,368,4
758,368,2
760,202,5
760,314,4
760,589,4
761,407,3
761,766,4
763,35,3
763,173,4
763,446,4
765,274,5
765,951,4
766,178,5
767,725,5
771,256,4
771,589,3
771,725,3
771,946,3
772,202,4
774,41,5
774,153,3
774,577,4
775,178,3
775,274,4
775,362,4
775,461,4
775,491,4
775,591,4
775,946,4
775,996,4
776,483,4
777,248,4
777,446,5
779,35,4
779,178,5
779,368,5
779,439,5
781,341,3
782,173,4
782,178,4
782,274,5
782,439,3
782,951,4
783,341,2
784,202,3
785,158,4
785,158,4
785,215,3
785,343,3
785,997,4
786,202,4
786,446,5
787,173,4
789,951,4
790,697,3
790,728,3
791,343,4
792,951,5
794,589,4
795,75,2
795,178,4
797,173,5
797,323,4
797,728,3
798,951,5
801,143,4
801,173,4
801,407,3
801,430,4
801,589,4
801,946,4
805,41,5
806,589,3
807,178,2
807,430,3
807,588,3
808,230,4
808,883,3
809,178,3
813,173,3
814,41,5
816,178,4
816,274,4
816,589,2
817,319,4
817,341,3
817,859,5
819,951,5
820,35,3
820,725,5
821,659,3
822,461,4
824,173,4
824,951,5
825,368,3
825,439,3
828,178,5
828,247,5
828,338,4
828,439,4
829,35,3
831,153,2
834,202,5
835,220,3
837,762,3
838,202,4
838,589,4
840,274,4
840,439,4
841,41,5
843,403,4
843,901,2
845,329,4
845,646,3
845,979,5
847,446,3
848,274,5
849,341,2
849,736,5
850,173,2
850,178,4
850,424,3
850,461,2
850,725,3
852,143,3
852,461,4
852,799,5
852,931,3
854,321,5
854,907,5
854,961,5
855,588,4
856,314,4
857,178,5
857,274,4
859,381,3
859,589,4
860,35,3
860,368,3
860,446,4
860,725,3
862,341,5
867,173,4
867,178,4
867,439,3
867,446,5
869,35,4
870,307,5
870,343,5
870,858,5
872,725,5
872,951,5
873,589,3
873,736,4
874,230,3
874,343,5
874,858,3
874,883,4
876,202,4
877,951,3
878,202,3
878,403,4
879,368,3
879,588,4
879,951,3
881,247,4
882,314,3
882,343,3
883,178,4
883,725,5
883,946,5
884,725,4
884,962,4
885,35,3
887,35,2
887,368,3
888,951,4
889,41,5
892,153,3
892,663,3
895,368,2
895,588,3
896,407,1
900,349,5
901,35,4
904,290,2
906,343,3
906,725,4
907,745,3
908,368,2
908,725,3
909,41,5
909,314,3
910,7,4
910,215,4
910,859,5
910,895,5
911,725,2
912,363,4
914,244,4
915,589,3
915,725,2
916,439,4
917,75,4
918,736,3
919,35,4
920,153,1
920,352,2
920,377,4
920,697,2
920,858,3
921,766,4
922,588,4
923,314,4
924,230,2
924,343,3
924,368,4
924,588,3
924,907,4
925,35,4
925,368,2
925,439,3
926,725,3
926,931,2
927,341,4
928,424,4
928,858,4
929,589,4
930,178,4
930,368,3
930,589,3
930,946,4
931,341,4
931,362,4
931,377,3
931,588,4
931,683,3
931,725,3
931,946,3
932,202,3
932,335,4
934,588,4
935,274,5
936,589,3
939,461,4
940,173,2
941,35,4
943,424,3
943,725,4
944,158,4
944,589,2
946,314,3
947,931,4
949,997,4
950,827,5
950,889,4
951,961,5
952,446,4
953,589,3
955,439,3
955,439,3
955,446,4
956,7,5
956,349,4
957,41,5
957,424,2
958,274,5
958,424,5
958,513,5
958,883,3
959,446,3
960,319,4
961,35,3
963,343,5
968,75,3
968,173,2
968,883,5
968,931,4
969,202,3
969,244,3
970,341,3
971,381,4
972,997,3
973,307,2
973,314,3
974,247,5
974,319,4
974,880,3
974,961,5
975,178,5
976,158,5
976,314,3
976,424,5
977,951,5
978,143,3
978,461,2
978,725,3
979,725,3
980,575,4
982,274,5
983,146,4
983,307,4
983,377,4
983,461,5
983,591,5
983,931,5
984,178,5
984,951,5
985,519,4
986,446,3
986,589,3
987,883,4
988,319,4
989,314,4
990,628,5
990,869,4
990,884,5
990,948,5
991,407,3
991,424,3
991,901,4
992,439,3
993,173,3
993,762,4
994,439,3
994,951,4
995,889,4
996,363,3
999,513,4
1001,256,3
1001,461,3
1001,725,3
1001,762,5
1002,41,5
1002,314,4
1005,35,3
1005,439,3
1007,173,2
1007,314,4
1008,314,4
1009,75,4
1009,143,2
1009,314,4
1009,476,3
1009,588,4
1009,762,4
1009,946,4
1011,35,4
1011,343,5
1011,946,4
1012,725,3
1014,158,5
1014,215,4
1014,589,3
1015,274,5
1015,476,4
1015,951,5
1016,343,3
1017,143,4
1017,230,2
1017,901,3
1018,381,5
1019,430,5
1021,215,4
1021,230,1
1021,883,3
1022,591,3
1023,997,5
1024,35,3
1024,230,4
1024,725,3
1025,362,2
1025,447,1
1025,615,4
1025,728,3
1025,816,4
1026,859,4
1028,461,3
1028,766,3
1029,529,5
1029,996,5
1030,75,4
1030,230,3
1030,314,4
1030,368,4
1030,946,4
1032,153,3
1033,589,3
1033,736,3
1035,207,2
1035,329,3
1039,368,3
1040,588,4
1040,986,4
1042,158,4
1043,387,3
1044,153,4
1044,314,3
1044,697,4
1046,307,3
1046,314,3
1046,697,3
1046,904,5
1046,986,4
1047,153,4
1047,827,5
1047,889,5
1047,919,3
1047,922,5
1048,343,5
1051,75,1
1053,158,4
1053,589,3
1054,41,5
1054,314,3
1054,424,2
1054,962,4
1055,35,3
1055,907,4
1055,946,3
1056,589,3
1056,961,5
1059,341,3
1060,321,3
1062,153,3
1063,439,2
1063,446,4
1064,883,4
1065,725,4
1067,363,3
1068,343,3
1068,439,4
1068,476,4
1071,7,4
1072,343,3
1072,766,4
1072,922,2
1073,35,4
1073,951,5
1074,341,4
1074,430,4
1074,446,4
1076,230,3
1076,461,3
1077,215,4
1077,425,3
1077,589,5
1077,856,4
1077,880,5
1078,105,3
1078,342,3
1080,416,3
1082,178,4
1082,274,3
1082,430,3
1082,588,3
1082,778,4
1082,836,4
1082,904,4
1082,946,2
1082,962,3
1083,439,4
1084,35,3
1085,284,3
1085,711,3
1085,772,2
1087,883,2
1088,513,4
1089,319,4
1089,859,4
1090,880,5
1090,895,4
1091,343,4
1093,41,5
1094,588,5
1095,931,3
1096,215,4
1096,513,5
1098,766,4
1100,343,3
1100,439,3
1102,247,3
1102,363,3
1104,23,2
1105,951,4
1106,447,3
1106,726,2
1106,728,3
1106,961,3
1107,35,3
1107,446,4
1108,951,5
1109,416,3
1111,446,3
1111,683,2
1111,766,4
1112,35,2
1112,75,3
1113,951,5
1114,230,3
1114,424,4
1117,589,3
1118,314,3
1118,424,4
1119,997,3
1121,880,5
1121,961,4
1123,589,3
1124,321,3
1124,345,3
1124,907,5
1124,961,4
1125,307,3
1125,711,3
1128,215,5
1128,381,5
1128,859,4
1129,750,2
1133,368,4
1133,439,4
1135,951,5
1135,997,3
1136,173,3
1136,178,3
1136,368,5
1136,589,3
1136,946,4
1137,736,4
1138,883,4
1139,725,1
1140,153,3
1140,986,4
1141,217,3
1142,319,4
1142,430,5
1142,951,5
1144,35,2
1144,513,3
1144,946,3
1145,368,2
1145,446,3
1145,446,3
1146,194,5
1146,232,5
1146,329,5
1146,772,5
1147,41,4
1148,858,3
1149,143,4
1149,247,3
1149,446,4
1150,343,3
1151,363,4
1153,446,4
1153,736,4
1154,314,4
1154,366,4
1154,715,4
1156,736,5
1157,343,3
1158,439,4
1160,762,4
1160,946,3
1160,951,5
1161,725,5
1163,589,3
1163,736,4
1166,387,2
1168,430,4
1172,736,4
1173,314,4
1174,588,3
1174,946,4
1175,425,5
1176,343,4
1178,951,3
1179,215,3
1179,951,3
1180,1,4
1180,35,2
1180,76,4
1180,511,5
1180,959,5
1181,363,3
1182,962,4
1184,178,4
1184,946,1
1186,951,5
1187,178,4
1187,274,5
1187,591,3
1187,946,4
1188,574,3
1188,856,4
1189,289,5
1189,714,4
1190,143,5
1190,230,4
1190,256,3
1190,407,4
1190,424,5
1190,946,5
1192,901,4
1193,816,5
1194,387,2
1195,173,3
1195,883,4
1196,274,5
1196,951,5
1198,75,5
1198,178,3
1198,248,5
1198,591,4
1198,931,5
1199,7,4
1199,577,4
1199,816,5
1199,961,4
1199,996,5
1203,461,5
1203,827,4
1204,588,3
1204,736,4
1205,244,3
1205,430,4
1205,880,2
1205,904,4
1205,907,3
1205,962,4
1206,124,5
1207,588,3
1208,158,3
1210,35,3
1212,591,3
1212,762,5
1213,202,4
1213,319,3
1213,589,3
1216,143,5
1216,343,4
1218,778,2
1220,143,3
1220,178,3
1220,362,4
1220,461,4
1220,588,4
1220,591,2
1220,931,4
1221,35,4
1221,256,3
1221,363,2
1221,907,4
1222,951,5
1224,657,4
1224,880,4
1225,589,3
1225,736,3
1226,363,3
1231,368,3
1232,363,3
1233,589,3
1233,736,4
1236,341,3
1236,880,1
1237,343,5
1237,439,2
1238,178,5
1238,256,5
1238,762,5
1238,946,3
1239,178,3
1239,209,4
1239,218,5
1239,274,3
1239,366,4
1239,657,4
1239,907,4
1240,588,4
1241,889,4
1242,178,4
1242,461,5
1242,931,3
1242,946,3
1244,962,3
1246,381,5
1249,997,3
1250,178,3
1250,430,4
1250,762,3
1250,946,2
1252,143,3
1252,256,3
1252,307,5
1252,883,5
1252,946,3
1253,883,5
1255,178,4
1255,407,4
1255,883,3
1256,230,4
1256,368,4
1256,946,4
1258,256,3
1258,513,3
1258,961,3
1259,895,4
1261,158,4
1261,997,5
1262,381,4
1262,951,3
1263,657,3
1264,591,2
1265,338,5
1265,931,4
1267,363,4
1268,766,4
1268,922,3
1269,256,5
1269,588,5
1269,736,5
1270,512,3
1270,559,4
1270,578,4
1270,925,2
1270,946,4
1270,969,2
1271,762,5
1271,762,5
1273,41,5
1275,368,4
1276,424,4
1277,728,3
1278,319,2
1278,997,4
1280,997,3
1281,173,3
1281,314,4
1281,461,5
1281,946,4
1282,89,3
1282,218,4
1282,244,3
1282,274,4
1282,338,3
1282,430,4
1282,578,3
1282,712,4
1282,907,3
1282,925,1
1283,319,5
1286,736,5
1289,589,3
1289,736,4
1290,314,4
1291,41,4
1293,202,3
1293,230,3
1293,387,2
1294,559,5
1294,728,1
1296,439,2
1296,589,2
1296,725,2
1297,424,4
1299,368,2
1300,762,3
1301,343,4
1302,307,3
1302,577,3
1302,880,1
1306,153,1
1307,424,4
1307,476,3
1307,946,2
1310,35,3
1310,178,3
1310,338,4
1310,343,5
1310,407,4
1310,946,5
1311,343,3
1311,368,1
1311,446,3
1312,145,4
1312,338,5
1312,883,5
1313,247,5
1315,352,5
1315,463,3
1315,577,4
1315,624,2
1315,728,3
1315,816,5
1315,901,2
1315,996,3
1317,343,4
1317,946,3
1318,116,5
1318,218,4
1318,452,3
1318,519,4
1318,697,4
1318,907,4
1318,961,5
1319,274,5
1319,368,4
1319,907,5
1319,946,2
1320,907,5
1322,75,5
1322,951,5
1323,202,3
1325,461,5
1325,762,3
1325,931,4
1326,256,4
1326,588,3
1326,931,4
1328,230,4
1329,319,5
1329,907,3
1332,158,5
1332,158,5
1332,215,4
1334,256,3
1334,725,3
1335,577,4
1336,41,4
1342,859,5
1343,319,4
1343,859,4
1344,274,4
1344,931,4
1345,725,3
1346,904,3
1347,725,4
1348,513,4
1348,951,5
1349,89,3
1349,519,3
1349,817,5
1350,895,4
1353,153,3
1353,577,4
1357,961,3
1358,363,4
1358,575,5
1359,284,4
1359,314,3
1361,368,4
1362,319,3
1362,997,3
1364,728,4
1364,951,5
1364,997,4
1365,946,3
1370,145,5
1370,218,4
1370,338,5
1370,577,5
1370,799,3
1371,653,5
1371,856,4
1373,314,3
1376,387,3
1380,178,5
1380,663,5
1380,986,5
1381,215,2
1383,341,4
1383,907,4
1385,75,5
1385,173,4
1385,230,5
1385,362,4
1386,446,4
1389,321,2
1389,341,3
1389,697,4
1389,712,4
1389,907,3
1389,961,4
1390,363,3
1391,859,4
1392,145,2
1392,407,3
1392,588,4
1392,697,5
1392,961,4
1393,178,5
1393,946,3
1395,467,3
1395,849,4
1400,143,5
1400,153,2
1400,725,3
1400,931,2
1401,828,5
1403,153,2
1403,577,3
1403,697,5
1405,75,4
1405,368,4
1406,153,3
1408,715,3
1409,285,3
1409,772,3
1410,307,3
1411,274,5
1411,946,5
1411,951,4
1412,589,3
1414,143,3
1414,447,4
1414,963,2
1417,669,2
1420,997,3
1421,341,3
1421,476,3
1423,725,2
1424,363,4
1426,446,4
1427,725,4
1428,166,4
1429,381,3
1429,589,4
1430,446,3
1430,697,3
1432,256,3
1432,324,4
1433,860,3
1434,997,2
1435,439,4
1436,439,3
1436,446,4
1438,178,1
1439,143,3
1440,173,4
1440,387,5
1440,659,4
1441,230,5
1441,368,3
1444,116,5
1444,389,4
1444,426,3
1444,452,4
1444,519,4
1444,778,4
1444,811,3
1444,907,4
1444,961,5
1447,424,4
1451,36,4
1452,425,5
1453,148,4
1453,701,4
1453,827,4
1454,907,3
1455,143,3
1456,153,3
1456,937,3
1457,35,2
1457,314,3
1457,439,1
1457,446,5
1459,447,3
1460,430,4
1460,588,4
1461,591,3
1461,762,3
1462,178,5
1462,230,4
1462,274,4
1464,7,5
1464,439,4
1465,274,4
1465,588,3
1466,230,4
1466,513,5
1467,588,4
1468,467,4
1472,591,4
1472,931,3
1474,75,4
1474,461,4
1474,962,5
1476,319,4
1476,589,3
1476,736,3
1477,274,5
1477,363,3
1479,962,3
1480,425,4
1480,859,4
1481,368,2
1482,143,4
1482,256,3
1482,343,5
1482,697,5
1484,7,5
1484,244,3
1484,895,5
1485,247,4
1485,343,4
1486,951,5
1489,338,5
1490,725,4
1494,491,4
1494,697,4
1495,207,4
1495,209,3
1495,816,3
1496,215,5
1496,376,3
1496,577,3
1497,951,5
1498,158,3
1499,377,4
1500,178,4
1500,244,3
1500,376,3
1500,578,4
1500,904,4
1500,946,1
1500,962,4
1501,446,4
1502,424,4
1502,725,4
1502,858,5
1503,274,5
1503,430,4
1503,439,4
1504,557,4
1505,352,4
1506,10,4
1506,726,5
1507,289,5
1508,256,3
1508,461,4
1508,697,4
1511,75,4
1511,578,3
1514,883,5
1515,178,5
1515,343,4
1515,362,4
1516,346,3
1516,986,3
1517,75,5
1517,931,4
1517,962,4
1518,997,5
1519,7,5
1519,244,3
1519,319,4
1519,430,4
1519,951,5
1521,158,4
1521,907,4
1521,907,3
1523,849,3
1524,922,4
1525,319,1
1525,997,3
1526,446,3
1527,284,5
1527,502,3
1527,557,4
1528,319,4
1529,325,3
1529,387,3
1529,487,3
1530,35,2
1530,274,5
1530,951,5
1531,314,4
1533,158,4
1536,7,4
1537,446,5
1538,75,4
1538,143,1
1538,588,4
1538,697,3
1538,725,3
1539,362,5
1539,588,3
1539,591,4
1539,799,4
1539,922,5
1539,931,4
1540,958,3
1542,23,2
1544,35,2
1544,89,4
1544,145,4
1544,338,1
1544,349,4
1544,439,5
1544,476,5
1544,491,4
1544,728,2
1544,880,3
1547,35,2
1547,143,2
1547,363,2
1547,368,3
1547,446,4
1549,319,4
1549,589,3
1549,736,3
1551,119,3
1555,997,3
1557,178,4
1557,321,3
1557,430,4
1557,925,4
1558,567,1
1560,577,2
1562,148,3
1562,766,5
1563,589,3
1563,657,2
1563,697,4
1564,439,3
1564,725,2
1565,35,3
1565,762,4
1566,178,3
1570,430,4
1570,476,4
1570,762,4
1570,925,3
1571,145,2
1571,476,4
1571,575,4
1571,907,3
1572,319,5
1572,425,4
1572,816,4
1572,880,4
1572,895,5
1576,407,4
1577,143,5
1577,443,4
1577,697,5
1579,659,4
1580,513,4
1580,588,3
1581,230,4
1581,343,3
1582,178,4
1582,368,4
1582,907,3
1582,946,4
1583,630,4
1584,368,4
1584,588,4
1585,41,5
1585,424,1
1586,244,3
1586,961,4
1588,407,3
1590,338,5
1590,513,5
1591,859,3
1591,895,4
1592,314,3
1592,439,4
1592,725,1
1593,381,4
1593,895,4
1593,961,3
1593,997,4
1594,124,4
1595,307,4
1595,439,4
1595,882,4
1596,519,3
1597,439,5
1598,178,4
1598,946,3
1598,951,4
1599,153,4
1600,363,4
1601,441,4
1602,962,4
1604,341,4
1604,958,4
